type,length_of_arr,no_compares,no_swaps,time
insert,4000,3958091,3958083,4.8917858600616455
merge,4000,45442,42841,0.07606911659240723
quick,4000,27205,52997,0.053427934646606445
dual_quick,4000,30492,47135,0.06130838394165039
hybrid,4000,50189,49332,0.07303261756896973
insert,4100,4194920,4194908,5.1120524406433105
merge,4100,46657,44101,0.0788869857788086
quick,4100,30685,58437,0.057528018951416016
dual_quick,4100,32740,49114,0.06310319900512695
hybrid,4100,51776,50963,0.07435369491577148
insert,4100,4169635,4169628,4.997099161148071
merge,4100,46549,43968,0.0749349594116211
quick,4100,33180,60611,0.05894899368286133
dual_quick,4100,35740,49610,0.06233334541320801
hybrid,4100,51578,50704,0.07136154174804688
insert,4100,4285336,4285330,5.162018299102783
merge,4100,46659,44083,0.08024048805236816
quick,4100,31545,57234,0.05816173553466797
dual_quick,4100,28546,51066,0.06329798698425293
hybrid,4100,51614,50783,0.07363271713256836
insert,4100,4309203,4309192,5.261053085327148
merge,4100,46585,44001,0.07715725898742676
quick,4100,31223,58472,0.06825971603393555
dual_quick,4100,32442,49700,0.06935358047485352
hybrid,4100,51591,50764,0.07572293281555176
insert,4100,4221161,4221153,5.388999938964844
merge,4100,46589,43986,0.08112716674804688
quick,4100,32261,55062,0.05646920204162598
dual_quick,4100,31473,52323,0.06103157997131348
hybrid,4100,51788,50923,0.07069730758666992
insert,4200,4469250,4469244,5.546713829040527
merge,4200,48089,45264,0.09513998031616211
quick,4200,29825,57064,0.05767536163330078
dual_quick,4200,35766,53074,0.06613731384277344
hybrid,4200,53518,52610,0.07754278182983398
insert,4200,4474985,4474975,5.495913743972778
merge,4200,48031,45288,0.08134746551513672
quick,4200,29738,55826,0.056104183197021484
dual_quick,4200,30129,51765,0.0637211799621582
hybrid,4200,53733,52864,0.07701492309570312
insert,4200,4412667,4412661,5.375053882598877
merge,4200,48107,45301,0.08183932304382324
quick,4200,29980,60001,0.058747291564941406
dual_quick,4200,32402,53695,0.06833577156066895
hybrid,4200,53836,52961,0.07630062103271484
insert,4200,4416839,4416833,5.274559736251831
merge,4200,47977,45247,0.08288049697875977
quick,4200,31831,57421,0.059366464614868164
dual_quick,4200,33407,48930,0.0652005672454834
hybrid,4200,53421,52509,0.07630038261413574
insert,4200,4385068,4385062,5.375454664230347
merge,4200,48083,45287,0.08247780799865723
quick,4200,34129,58047,0.05986785888671875
dual_quick,4200,34352,55289,0.07000041007995605
hybrid,4200,53046,52165,0.0780029296875
insert,4300,4606393,4606384,5.664287328720093
merge,4300,49448,46532,0.08362507820129395
quick,4300,34389,59356,0.06230974197387695
dual_quick,4300,31578,49602,0.0653986930847168
hybrid,4300,55002,54138,0.07871675491333008
insert,4300,4730223,4730211,5.710361003875732
merge,4300,49384,46518,0.08637404441833496
quick,4300,29281,58398,0.06061840057373047
dual_quick,4300,32014,54113,0.07257366180419922
hybrid,4300,55173,54301,0.08367681503295898
insert,4300,4693987,4693980,5.78245997428894
merge,4300,49438,46498,0.08356881141662598
quick,4300,28359,57636,0.05658078193664551
dual_quick,4300,33041,49930,0.06392312049865723
hybrid,4300,55279,54371,0.07801198959350586
insert,4300,4609967,4609963,5.595298767089844
merge,4300,49404,46477,0.08221864700317383
quick,4300,30143,59615,0.055922746658325195
dual_quick,4300,32108,51534,0.06051826477050781
hybrid,4300,55011,54110,0.0799567699432373
insert,4300,4560548,4560539,5.430105447769165
merge,4300,49321,46542,0.08373832702636719
quick,4300,29531,57382,0.058170318603515625
dual_quick,4300,32493,50972,0.06618785858154297
hybrid,4300,54755,53958,0.0784769058227539
insert,4400,4836685,4836677,6.255924940109253
merge,4400,50850,47790,0.14017128944396973
quick,4400,34289,60529,0.10833907127380371
dual_quick,4400,34309,51392,0.11884856224060059
hybrid,4400,56761,55865,0.12616348266601562
insert,4400,4840263,4840256,6.632429838180542
merge,4400,50868,47788,0.08506011962890625
quick,4400,33632,64963,0.07896566390991211
dual_quick,4400,32516,51453,0.08689999580383301
hybrid,4400,56896,56031,0.0807332992553711
insert,4400,4843487,4843476,6.013750791549683
merge,4400,50826,47743,0.08548426628112793
quick,4400,32988,63057,0.06357574462890625
dual_quick,4400,34958,54648,0.06990456581115723
hybrid,4400,56963,56111,0.0833737850189209
insert,4400,4915905,4915896,6.304258823394775
merge,4400,50808,47677,0.11570906639099121
quick,4400,33918,61934,0.10709118843078613
dual_quick,4400,32372,52491,0.08086419105529785
hybrid,4400,56866,55952,0.09027433395385742
insert,4400,4806235,4806225,5.773250579833984
merge,4400,50899,47773,0.08705925941467285
quick,4400,33338,59426,0.06271076202392578
dual_quick,4400,31811,56359,0.06934785842895508
hybrid,4400,57331,56478,0.08162617683410645
insert,4500,4995697,4995688,6.218101501464844
merge,4500,52183,48992,0.08914661407470703
quick,4500,37645,63655,0.06826138496398926
dual_quick,4500,35129,57463,0.07296037673950195
hybrid,4500,58418,57567,0.08455395698547363
insert,4500,4984399,4984394,6.150817394256592
merge,4500,52289,49009,0.09020805358886719
quick,4500,34049,66348,0.06357431411743164
dual_quick,4500,33906,53800,0.06977558135986328
hybrid,4500,58643,57764,0.0837700366973877
insert,4500,5013532,5013524,6.35054349899292
merge,4500,52275,48935,0.09110760688781738
quick,4500,34261,60875,0.06375575065612793
dual_quick,4500,35284,53368,0.0772554874420166
hybrid,4500,58740,57833,0.08661985397338867
insert,4500,5142615,5142611,6.99458384513855
merge,4500,52332,48991,0.08764767646789551
quick,4500,35156,62987,0.07380056381225586
dual_quick,4500,31840,52978,0.0688469409942627
hybrid,4500,59093,58153,0.0861363410949707
insert,4500,5123790,5123779,6.762883901596069
merge,4500,52151,48982,0.09311962127685547
quick,4500,31786,59976,0.06963682174682617
dual_quick,4500,34164,54593,0.07987260818481445
hybrid,4500,58722,57815,0.07759499549865723
insert,4600,5237450,5237442,7.472590684890747
merge,4600,53537,50202,0.13554859161376953
quick,4600,34374,68015,0.09467506408691406
dual_quick,4600,35234,55086,0.12369489669799805
hybrid,4600,60358,59501,0.13866257667541504
insert,4600,5282578,5282572,6.95391845703125
merge,4600,53583,50286,0.08993220329284668
quick,4600,37725,71566,0.07015728950500488
dual_quick,4600,35603,55492,0.06976628303527832
hybrid,4600,60517,59637,0.08767056465148926
insert,4600,5260310,5260304,6.923015356063843
merge,4600,53671,50265,0.09349822998046875
quick,4600,33544,67300,0.0670766830444336
dual_quick,4600,32890,55210,0.06960248947143555
hybrid,4600,60478,59585,0.08979606628417969
insert,4600,5404549,5404543,7.146361827850342
merge,4600,53582,50313,0.09447526931762695
quick,4600,39351,68354,0.07323050498962402
dual_quick,4600,38667,64831,0.07998085021972656
hybrid,4600,60396,59543,0.09070873260498047
insert,4600,5307576,5307570,7.047033071517944
merge,4600,53622,50248,0.16054868698120117
quick,4600,36080,67713,0.09930181503295898
dual_quick,4600,35629,57111,0.0710294246673584
hybrid,4600,60545,59664,0.08067202568054199
insert,4700,5537492,5537486,8.015695095062256
merge,4700,55002,51472,0.09122753143310547
quick,4700,35056,62924,0.06405138969421387
dual_quick,4700,36046,58814,0.0728447437286377
hybrid,4700,61868,60972,0.08629465103149414
insert,4700,5526825,5526817,7.809663772583008
merge,4700,55025,51490,0.1105964183807373
quick,4700,45036,69922,0.10586977005004883
dual_quick,4700,35590,58049,0.07773828506469727
hybrid,4700,62124,61236,0.09304499626159668
insert,4700,5471204,5471191,7.304140567779541
merge,4700,54896,51471,0.13364934921264648
quick,4700,36833,65727,0.09370231628417969
dual_quick,4700,36548,55664,0.12638163566589355
hybrid,4700,61919,61046,0.12296104431152344
insert,4700,5579855,5579847,7.304054021835327
merge,4700,54913,51505,0.09235620498657227
quick,4700,36527,61763,0.06743121147155762
dual_quick,4700,36871,56436,0.07517170906066895
hybrid,4700,61709,60836,0.08728623390197754
insert,4700,5462678,5462668,7.465262174606323
merge,4700,54987,51500,0.09685635566711426
quick,4700,35204,65209,0.08576416969299316
dual_quick,4700,39047,59437,0.10797309875488281
hybrid,4700,62191,61305,0.0914773941040039
insert,4800,5766356,5766348,7.763127326965332
merge,4800,56309,52740,0.09898805618286133
quick,4800,36738,65692,0.07078981399536133
dual_quick,4800,34301,60387,0.07791471481323242
hybrid,4800,64098,63227,0.0911870002746582
insert,4800,5752405,5752400,7.057737112045288
merge,4800,56318,52743,0.08950400352478027
quick,4800,35648,67298,0.06093955039978027
dual_quick,4800,37628,59713,0.06863045692443848
hybrid,4800,64414,63523,0.08966851234436035
insert,4800,5798225,5798216,7.002507209777832
merge,4800,56304,52768,0.09478974342346191
quick,4800,35992,70700,0.06903219223022461
dual_quick,4800,37121,62188,0.07718968391418457
hybrid,4800,63864,62972,0.09079098701477051
insert,4800,5801915,5801903,7.998345613479614
merge,4800,56367,52713,0.0994257926940918
quick,4800,38272,72669,0.07363057136535645
dual_quick,4800,38436,59923,0.07741332054138184
hybrid,4800,63844,62916,0.09421539306640625
insert,4800,5742065,5742058,6.838142156600952
merge,4800,56396,52740,0.09407234191894531
quick,4800,37069,71715,0.12157273292541504
dual_quick,4800,35773,57769,0.07204985618591309
hybrid,4800,64109,63213,0.09022259712219238
insert,4900,6156776,6156765,8.168724536895752
merge,4900,57634,53933,0.10302519798278809
quick,4900,40745,70436,0.11011910438537598
dual_quick,4900,37703,60744,0.08849930763244629
hybrid,4900,66096,65209,0.10408163070678711
insert,4900,5973907,5973900,8.29157543182373
merge,4900,57738,54102,0.11959719657897949
quick,4900,37179,67693,0.07132863998413086
dual_quick,4900,43391,62794,0.08827948570251465
hybrid,4900,65437,64590,0.0993497371673584
insert,4900,6019829,6019825,7.576606035232544
merge,4900,57837,53901,0.09888935089111328
quick,4900,37910,67545,0.09329342842102051
dual_quick,4900,37012,60377,0.07918286323547363
hybrid,4900,66085,65113,0.0968317985534668
insert,4900,5966426,5966420,7.656035900115967
merge,4900,57766,53901,0.11183333396911621
quick,4900,40502,75393,0.09432840347290039
dual_quick,4900,37115,60498,0.07802820205688477
hybrid,4900,66571,65666,0.09553956985473633
insert,4900,5983907,5983903,7.41544246673584
merge,4900,57734,54001,0.09722232818603516
quick,4900,37916,71192,0.06922793388366699
dual_quick,4900,39953,59936,0.07917356491088867
hybrid,4900,65889,64973,0.090850830078125
insert,5000,6328936,6328925,7.735074996948242
merge,5000,59068,55218,0.09021115303039551
quick,5000,36448,69698,0.06308531761169434
dual_quick,5000,41312,62190,0.07605767250061035
hybrid,5000,67407,66510,0.08991360664367676
insert,5000,6153800,6153790,7.3969151973724365
merge,5000,59139,55259,0.10145068168640137
quick,5000,42563,72246,0.07349014282226562
dual_quick,5000,39607,59845,0.07936716079711914
hybrid,5000,67959,67039,0.09772729873657227
insert,5000,6218240,6218234,7.633495092391968
merge,5000,59058,55199,0.09818553924560547
quick,5000,36652,72747,0.07070636749267578
dual_quick,5000,41105,65671,0.07902669906616211
hybrid,5000,67214,66276,0.09816217422485352
insert,5000,6251048,6251039,7.51576566696167
merge,5000,59096,55172,0.09941506385803223
quick,5000,35549,65695,0.06882572174072266
dual_quick,5000,36653,62706,0.07767891883850098
hybrid,5000,67394,66449,0.0973818302154541
insert,5000,6328942,6328937,7.9297380447387695
merge,5000,59030,55222,0.10211014747619629
quick,5000,39684,78084,0.07684803009033203
dual_quick,5000,39307,63374,0.0805513858795166
hybrid,5000,67539,66668,0.09621739387512207
insert,5100,6527262,6527254,7.851807594299316
merge,5100,60497,56489,0.10308074951171875
quick,5100,40097,71425,0.08099770545959473
dual_quick,5100,37099,71349,0.08587074279785156
hybrid,5100,69861,68864,0.10053372383117676
insert,5100,6574781,6574775,8.392461776733398
merge,5100,60415,56477,0.10052061080932617
quick,5100,35783,70901,0.06905865669250488
dual_quick,5100,44802,64426,0.08813929557800293
hybrid,5100,69242,68341,0.09929609298706055
insert,5100,6519408,6519403,8.309012651443481
merge,5100,60481,56483,0.10664248466491699
quick,5100,43698,76509,0.07678842544555664
dual_quick,5100,41407,64515,0.08468365669250488
hybrid,5100,69794,68850,0.09984803199768066
insert,5100,6558548,6558536,8.236010551452637
merge,5100,60354,56392,0.1006929874420166
quick,5100,41795,75316,0.07655763626098633
dual_quick,5100,42650,63596,0.07838845252990723
hybrid,5100,69574,68675,0.0987555980682373
insert,5100,6423504,6423496,7.843413352966309
merge,5100,60438,56417,0.1110227108001709
quick,5100,36914,70291,0.07207965850830078
dual_quick,5100,40367,66509,0.08359861373901367
hybrid,5100,69964,69024,0.10037541389465332
insert,5200,6693923,6693917,8.179769515991211
merge,5200,61810,57704,0.10527610778808594
quick,5200,43747,73092,0.07949113845825195
dual_quick,5200,38712,62981,0.08261704444885254
hybrid,5200,71798,70882,0.10059618949890137
insert,5200,6755914,6755903,8.253793001174927
merge,5200,61813,57785,0.10352897644042969
quick,5200,41814,74762,0.07711529731750488
dual_quick,5200,43349,67266,0.0844883918762207
hybrid,5200,71146,70248,0.10067319869995117
insert,5200,6727233,6727224,8.15371060371399
merge,5200,61769,57781,0.10880017280578613
quick,5200,35052,77882,0.0761873722076416
dual_quick,5200,39476,68057,0.08712410926818848
hybrid,5200,71073,70259,0.1034097671508789
insert,5200,6654814,6654807,7.861588478088379
merge,5200,61765,57691,0.10412478446960449
quick,5200,42064,70713,0.08019804954528809
dual_quick,5200,39172,63902,0.08734369277954102
hybrid,5200,71336,70451,0.09967803955078125
insert,5200,6725866,6725853,8.335800647735596
merge,5200,61732,57626,0.10248804092407227
quick,5200,40270,70074,0.07109260559082031
dual_quick,5200,41220,63249,0.0802001953125
hybrid,5200,71453,70508,0.0977482795715332
insert,5300,6916279,6916269,8.47356367111206
merge,5300,63065,58924,0.10710310935974121
quick,5300,39587,77796,0.07715439796447754
dual_quick,5300,41187,70050,0.08384084701538086
hybrid,5300,72848,71931,0.10248112678527832
insert,5300,7052132,7052124,8.556945085525513
merge,5300,63234,59027,0.18623614311218262
quick,5300,42196,84076,0.1330578327178955
dual_quick,5300,39602,65061,0.1383070945739746
hybrid,5300,73671,72800,0.12978196144104004
insert,5300,6965536,6965525,9.847904205322266
merge,5300,63169,58979,0.10317873954772949
quick,5300,38484,76790,0.07509851455688477
dual_quick,5300,39707,67164,0.08381152153015137
hybrid,5300,73724,72745,0.10278010368347168
insert,5300,7147358,7147349,9.014291286468506
merge,5300,63172,59011,0.10303187370300293
quick,5300,46440,75747,0.07893562316894531
dual_quick,5300,40910,65857,0.09761500358581543
hybrid,5300,72678,71789,0.11586594581604004
insert,5300,7029034,7029028,8.23961615562439
merge,5300,63179,58954,0.11152362823486328
quick,5300,41723,80725,0.11376452445983887
dual_quick,5300,47029,72242,0.12971138954162598
hybrid,5300,73198,72246,0.11411762237548828
insert,5400,7307091,7307084,9.193018913269043
merge,5400,64517,60236,0.1095283031463623
quick,5400,40748,76387,0.07808279991149902
dual_quick,5400,41809,69440,0.09127283096313477
hybrid,5400,75206,74241,0.1105959415435791
insert,5400,7297479,7297474,8.400605201721191
merge,5400,64454,60174,0.10613250732421875
quick,5400,38942,76775,0.07288098335266113
dual_quick,5400,44029,67901,0.08200335502624512
hybrid,5400,75237,74320,0.10301399230957031
insert,5400,7402603,7402596,8.554676055908203
merge,5400,64415,60231,0.10343146324157715
quick,5400,41533,77569,0.07595109939575195
dual_quick,5400,43558,73380,0.08582377433776855
hybrid,5400,74796,73885,0.10106897354125977
insert,5400,7209475,7209472,8.30292558670044
merge,5400,64525,60285,0.10346651077270508
quick,5400,44942,77324,0.07702755928039551
dual_quick,5400,44200,66294,0.08377766609191895
hybrid,5400,75009,74065,0.10167241096496582
insert,5400,7349592,7349582,8.5093674659729
merge,5400,64416,60242,0.10354113578796387
quick,5400,42665,78067,0.07504940032958984
dual_quick,5400,40763,68108,0.0821685791015625
hybrid,5400,74859,73998,0.10079431533813477
insert,5500,7493708,7493704,8.62352728843689
merge,5500,65792,61529,0.10624909400939941
quick,5500,41718,73929,0.07434415817260742
dual_quick,5500,46956,68422,0.0829932689666748
hybrid,5500,76667,75717,0.10386133193969727
insert,5500,7564611,7564605,8.697597742080688
merge,5500,65872,61510,0.10010266304016113
quick,5500,43133,82216,0.07201385498046875
dual_quick,5500,45417,72830,0.0810096263885498
hybrid,5500,77227,76280,0.09783053398132324
insert,5500,7611728,7611721,8.882488250732422
merge,5500,65865,61477,0.10657405853271484
quick,5500,41103,81158,0.0756077766418457
dual_quick,5500,44033,71110,0.08511900901794434
hybrid,5500,77121,76126,0.10587859153747559
insert,5500,7664811,7664798,8.734523296356201
merge,5500,65855,61507,0.10532522201538086
quick,5500,49277,81934,0.08174800872802734
dual_quick,5500,45423,69681,0.08739995956420898
hybrid,5500,77264,76309,0.10481524467468262
insert,5500,7659226,7659219,9.021417140960693
merge,5500,65790,61464,0.10625171661376953
quick,5500,41715,75413,0.07480788230895996
dual_quick,5500,42326,69688,0.08330440521240234
hybrid,5500,76906,75987,0.10387563705444336
insert,5600,7854917,7854910,8.869635820388794
merge,5600,67172,62797,0.11101531982421875
quick,5600,42740,82691,0.07835221290588379
dual_quick,5600,40905,69938,0.08486676216125488
hybrid,5600,78966,78010,0.1075136661529541
insert,5600,7837636,7837630,9.238932132720947
merge,5600,67196,62792,0.10842442512512207
quick,5600,39391,81321,0.077117919921875
dual_quick,5600,41507,70142,0.0831153392791748
hybrid,5600,78745,77839,0.10531234741210938
insert,5600,7896019,7896010,9.039505004882812
merge,5600,67115,62844,0.10946822166442871
quick,5600,44407,78083,0.07580351829528809
dual_quick,5600,44029,69896,0.08463692665100098
hybrid,5600,79121,78229,0.11156415939331055
insert,5600,7848555,7848549,10.014253377914429
merge,5600,67279,62769,0.11825251579284668
quick,5600,50035,84569,0.09644269943237305
dual_quick,5600,43052,66628,0.09599471092224121
hybrid,5600,79499,78592,0.11665606498718262
insert,5600,7799787,7799779,12.746835470199585
merge,5600,67149,62761,0.1084139347076416
quick,5600,43213,80327,0.07704687118530273
dual_quick,5600,39745,69201,0.08207845687866211
hybrid,5600,78733,77781,0.10438060760498047
insert,5700,8208813,8208805,9.610135793685913
merge,5700,68502,64035,0.10990381240844727
quick,5700,42605,86466,0.07994747161865234
dual_quick,5700,53317,80778,0.09731221199035645
hybrid,5700,77812,76694,0.1053013801574707
insert,5700,8078894,8078883,10.046188354492188
merge,5700,68557,64008,0.11005425453186035
quick,5700,43660,80927,0.07645845413208008
dual_quick,5700,43294,70763,0.08322381973266602
hybrid,5700,78533,77392,0.10551118850708008
insert,5700,8182676,8182668,9.442272663116455
merge,5700,68548,64024,0.1092534065246582
quick,5700,45538,79656,0.07714319229125977
dual_quick,5700,43818,68715,0.0825052261352539
hybrid,5700,78001,76816,0.1052238941192627
insert,5700,8105965,8105946,9.363611459732056
merge,5700,68434,63989,0.10858035087585449
quick,5700,53897,89604,0.09981346130371094
dual_quick,5700,44100,70005,0.0856468677520752
hybrid,5700,77652,76580,0.10439348220825195
insert,5700,8166660,8166654,9.452640295028687
merge,5700,68471,64112,0.10927152633666992
quick,5700,50619,81675,0.08278846740722656
dual_quick,5700,45556,71037,0.08487677574157715
hybrid,5700,78042,76939,0.1040191650390625
insert,5800,8520848,8520837,9.665827751159668
merge,5800,69827,65225,0.11112761497497559
quick,5800,45772,80845,0.07841134071350098
dual_quick,5800,43937,71122,0.08359336853027344
hybrid,5800,75911,74554,0.10301041603088379
insert,5800,8501025,8501015,10.030698776245117
merge,5800,69765,65302,0.11132287979125977
quick,5800,44079,78973,0.07654261589050293
dual_quick,5800,43943,73943,0.08706808090209961
hybrid,5800,75284,74028,0.10231685638427734
insert,5800,8496578,8496571,9.847033500671387
merge,5800,69851,65260,0.1108098030090332
quick,5800,46781,80303,0.07929182052612305
dual_quick,5800,43574,71613,0.08513283729553223
hybrid,5800,75707,74412,0.10424304008483887
insert,5800,8447728,8447719,9.925290822982788
merge,5800,69801,65179,0.11037898063659668
quick,5800,43803,80078,0.07193660736083984
dual_quick,5800,48505,74136,0.07955455780029297
hybrid,5800,75719,74332,0.09457945823669434
insert,5800,8464550,8464538,9.638254404067993
merge,5800,69924,65395,0.11166262626647949
quick,5800,44371,80997,0.07787251472473145
dual_quick,5800,45878,74077,0.08781957626342773
hybrid,5800,75598,74262,0.1033329963684082
insert,5900,8681828,8681822,9.966331958770752
merge,5900,71180,66481,0.11465048789978027
quick,5900,47901,85626,0.08444809913635254
dual_quick,5900,47892,73001,0.08826756477355957
hybrid,5900,73758,72147,0.10349416732788086
insert,5900,8669982,8669976,10.020199060440063
merge,5900,71177,66613,0.11359977722167969
quick,5900,48597,83208,0.08180093765258789
dual_quick,5900,47704,75088,0.09250473976135254
hybrid,5900,73694,72115,0.10232043266296387
insert,5900,8753267,8753256,10.3858060836792
merge,5900,71160,66565,0.11509490013122559
quick,5900,47805,83403,0.08258843421936035
dual_quick,5900,45896,76812,0.08921074867248535
hybrid,5900,73513,71950,0.10350179672241211
insert,5900,8605917,8605911,9.77739953994751
merge,5900,71151,66474,0.11030435562133789
quick,5900,45440,85924,0.07948160171508789
dual_quick,5900,45793,73952,0.08746004104614258
hybrid,5900,73717,72151,0.09999251365661621
insert,5900,8604288,8604281,10.085875272750854
merge,5900,71228,66680,0.1142129898071289
quick,5900,47832,83312,0.08037328720092773
dual_quick,5900,50212,81243,0.09480834007263184
hybrid,5900,73729,72183,0.10137796401977539
insert,6000,9007426,9007419,10.514394760131836
merge,6000,72594,67863,0.13094639778137207
quick,6000,48451,85990,0.10646986961364746
dual_quick,6000,48354,75905,0.09366106986999512
hybrid,6000,74918,73367,0.10837650299072266
insert,6000,9002244,9002238,10.455943822860718
merge,6000,72609,67832,0.10938549041748047
quick,6000,47081,85584,0.07410168647766113
dual_quick,6000,50155,74680,0.08798575401306152
hybrid,6000,75111,73534,0.09631967544555664
insert,6000,9086162,9086154,10.540187120437622
merge,6000,72580,67851,0.1175236701965332
quick,6000,49180,85345,0.0825185775756836
dual_quick,6000,42754,76875,0.09114694595336914
hybrid,6000,75117,73517,0.10375475883483887
insert,6000,9104439,9104433,10.23311448097229
merge,6000,72556,67791,0.11841988563537598
quick,6000,46390,86531,0.08713746070861816
dual_quick,6000,47001,80324,0.09435391426086426
hybrid,6000,75014,73430,0.10952281951904297
insert,6000,8972222,8972214,10.516910076141357
merge,6000,72588,67853,0.11695456504821777
quick,6000,46537,85255,0.08033370971679688
dual_quick,6000,52078,74945,0.09508395195007324
hybrid,6000,75207,73684,0.10663437843322754
insert,6100,9318431,9318423,10.549919128417969
merge,6100,73876,69043,0.11958146095275879
quick,6100,48608,90285,0.09064912796020508
dual_quick,6100,47904,75629,0.09608578681945801
hybrid,6100,76848,75278,0.10899043083190918
insert,6100,9257069,9257060,10.640469789505005
merge,6100,73790,69147,0.12033700942993164
quick,6100,50035,86162,0.0897524356842041
dual_quick,6100,46111,80914,0.0918126106262207
hybrid,6100,76631,75158,0.10629415512084961
insert,6100,9369932,9369927,10.824603796005249
merge,6100,73863,69036,0.11915230751037598
quick,6100,42905,93622,0.08119845390319824
dual_quick,6100,50385,75968,0.09621167182922363
hybrid,6100,76873,75302,0.10566258430480957
insert,6100,9366274,9366270,11.83534049987793
merge,6100,73845,69100,0.11823105812072754
quick,6100,45812,84014,0.0798501968383789
dual_quick,6100,54149,79651,0.09857654571533203
hybrid,6100,76641,75070,0.1057291030883789
insert,6100,9434692,9434680,11.74472427368164
merge,6100,73828,69081,0.1338043212890625
quick,6100,46797,86220,0.08161330223083496
dual_quick,6100,51450,78115,0.09835529327392578
hybrid,6100,76542,74914,0.10645580291748047
insert,6200,9694999,9694988,13.464853525161743
merge,6200,75119,70362,0.11723709106445312
quick,6200,47834,85203,0.08247518539428711
dual_quick,6200,47180,78084,0.09372615814208984
hybrid,6200,78087,76534,0.12285208702087402
insert,6200,9577140,9577133,12.024903774261475
merge,6200,75099,70436,0.11874961853027344
quick,6200,51422,89433,0.08638906478881836
dual_quick,6200,46076,84499,0.09481024742126465
hybrid,6200,77988,76523,0.10728812217712402
insert,6200,9627798,9627790,11.983426094055176
merge,6200,75173,70397,0.1328420639038086
quick,6200,48322,87125,0.09178543090820312
dual_quick,6200,48344,82334,0.10200619697570801
hybrid,6200,78380,76778,0.11728668212890625
insert,6200,9685696,9685685,11.648710489273071
merge,6200,75215,70372,0.12074637413024902
quick,6200,50390,89629,0.08741378784179688
dual_quick,6200,53202,85275,0.10299801826477051
hybrid,6200,78376,76810,0.10882234573364258
insert,6200,9605206,9605201,13.376058340072632
merge,6200,75233,70390,0.12023234367370605
quick,6200,47585,96598,0.08783721923828125
dual_quick,6200,51811,83509,0.09691691398620605
hybrid,6200,78207,76628,0.10904359817504883
insert,6300,9920332,9920326,13.99501919746399
merge,6300,76546,71632,0.12967205047607422
quick,6300,48315,90612,0.08488917350769043
dual_quick,6300,50568,78718,0.09619832038879395
hybrid,6300,79680,78073,0.10946512222290039
insert,6300,10060631,10060621,12.681400775909424
merge,6300,76581,71735,0.22013354301452637
quick,6300,50394,88076,0.1386735439300537
dual_quick,6300,51392,82278,0.12448763847351074
hybrid,6300,79691,78143,0.2074892520904541
insert,6300,9893914,9893908,13.258867502212524
merge,6300,76557,71633,0.12494993209838867
quick,6300,49055,91248,0.0878605842590332
dual_quick,6300,46576,80322,0.09502482414245605
hybrid,6300,79934,78310,0.11478686332702637
insert,6300,9882316,9882304,13.695813655853271
merge,6300,76562,71666,0.12034273147583008
quick,6300,55024,97863,0.09136772155761719
dual_quick,6300,49983,83146,0.09902691841125488
hybrid,6300,79827,78280,0.1091313362121582
insert,6300,9823183,9823173,11.625080108642578
merge,6300,76478,71597,0.12400698661804199
quick,6300,51187,89373,0.08860540390014648
dual_quick,6300,50267,87655,0.1001431941986084
hybrid,6300,79875,78309,0.11187052726745605
insert,6400,10218682,10218674,12.10656213760376
merge,6400,77753,72894,0.12704968452453613
quick,6400,54053,104850,0.10029411315917969
dual_quick,6400,56865,81886,0.10473299026489258
hybrid,6400,81551,80041,0.11452722549438477
insert,6400,10199513,10199500,11.617882251739502
merge,6400,77838,72989,0.127305269241333
quick,6400,56805,99608,0.09921097755432129
dual_quick,6400,49435,84355,0.10186648368835449
hybrid,6400,81410,79821,0.11712956428527832
insert,6400,10191621,10191609,12.026505947113037
merge,6400,77867,72885,0.12596869468688965
quick,6400,52206,87247,0.08878445625305176
dual_quick,6400,48958,86253,0.09236812591552734
hybrid,6400,81406,79743,0.10465335845947266
insert,6400,10334136,10334126,11.822321891784668
merge,6400,77946,72952,0.12590932846069336
quick,6400,49336,92006,0.08983397483825684
dual_quick,6400,50886,85636,0.09972572326660156
hybrid,6400,81576,80006,0.11562204360961914
insert,6400,10261464,10261457,11.877058744430542
merge,6400,77938,73053,0.1284036636352539
quick,6400,48173,88010,0.08574414253234863
dual_quick,6400,50969,79963,0.09868550300598145
hybrid,6400,81394,79781,0.11416745185852051
insert,6500,10513814,10513808,11.970452547073364
merge,6500,79178,74295,0.12905526161193848
quick,6500,47327,104965,0.09367132186889648
dual_quick,6500,55593,88092,0.10401129722595215
hybrid,6500,83143,81591,0.11698436737060547
insert,6500,10616823,10616817,12.537254810333252
merge,6500,79169,74210,0.12880802154541016
quick,6500,48033,89599,0.0858464241027832
dual_quick,6500,58223,82710,0.0977025032043457
hybrid,6500,83073,81464,0.10547518730163574
insert,6500,10631860,10631849,12.230058193206787
merge,6500,79158,74286,0.13125920295715332
quick,6500,61886,105068,0.10392165184020996
dual_quick,6500,52018,81342,0.09863758087158203
hybrid,6500,82801,81206,0.11682939529418945
insert,6500,10623360,10623354,14.305310010910034
merge,6500,79167,74204,0.1412818431854248
quick,6500,57531,102603,0.1011502742767334
dual_quick,6500,52928,81726,0.1024026870727539
hybrid,6500,82966,81385,0.11745595932006836
insert,6500,10569491,10569485,13.200507640838623
merge,6500,79221,74301,0.13364911079406738
quick,6500,54623,100656,0.10003185272216797
dual_quick,6500,54504,79677,0.10081338882446289
